Breed,Weight,Chest,Neck,BootSize,Age,Activity,HarnessSize
Boxer,26.1,60.3,44.1,6,80.0,Medium,M
Chihuahua,3.6,33.2,21.4,3,86.0,Medium,XS
Rottweiler,44.0,98.7,53.6,6,105.0,Medium,XL
Bulldog,21.1,66.9,39.1,6,79.0,Medium,L
Poodle,22.6,53.0,38.1,6,52.0,High,M
Labrador,32.4,81.7,48.3,1,51.0,High,XL
Bulldog,21.2,60.9,43.0,5,30.0,Low,M
Boxer,128.0,69.6,37.8,1,73.0,High,L
Bulldog,24.3,59.0,38.1,1,27.0,Medium,M
Poodle,16.7,55.9,31.6,5,56.0,Low,M
Poodle,20.1,47.1,30.1,4,7.0,High,S
Labrador,26.2,71.6,,7,9.0,Medium,L
Dachshund,11.1,40.7,33.8,1,22.0,Medium,S
German Shepherd,33.5,66.3,53.8,4,2.0,High,L
Dachshund,12.5,141.89999999999998,32.9,1,82.0,Medium,S
Poodle,22.8,49.1,38.2,1,51.0,High,S
Chihuahua,2.5,30.8,20.8,6,91.0,Medium,XS
German Shepherd,23.9,83.8,51.7,7,49.0,High,XL
Rottweiler,59.9,88.6,50.0,5,54.0,Medium,XL
Golden Retriever,26.5,69.6,49.1,5,8.0,Low,L
German Shepherd,25.7,76.1,50.0,1,74.0,High,L
Dachshund,7.4,49.5,29.2,3,113.0,Medium,S
Poodle,17.9,51.5,30.5,1,66.0,Medium,M
Golden Retriever,,70.6,47.3,7,106.0,High,L
German Shepherd,35.5,71.6,47.5,5,40.0,Low,L
Golden Retriever,33.3,69.6,43.5,4,91.0,High,L
Boxer,27.5,74.4,36.1,5,36.0,High,L
Boxer,29.6,64.3,42.6,1,73.0,Low,M
Dachshund,14.9,41.6,25.9,6,31.0,Medium,S
Rottweiler,46.7,89.0,53.6,7,37.0,Medium,XL
Rottweiler,56.3,96.2,50.0,7,74.0,Low,XL
Rottweiler,179.0,77.6,50.7,2,54.0,Medium,L
Beagle,11.7,51.0,32.4,5,81.0,Low,M
Dachshund,13.7,44.1,33.0,3,96.0,Medium,S
Boxer,26.5,70.5,43.4,7,88.0,Low,L
Chihuahua,2.0,26.3,20.4,7,111.0,High,XS
Golden Retriever,27.9,78.9,48.6,1,100.0,High,L
Chihuahua,2.2,25.2,24.4,2,16.0,Low,XS
Golden Retriever,28.5,74.3,46.4,6,11.0,Low,L
Poodle,16.2,49.5,31.4,5,60.0,Medium,S
Beagle,9.6,47.6,36.4,5,58.0,High,S
Poodle,23.5,,36.3,7,99.0,Low,S
Beagle,12.4,43.9,39.8,5,9.0,Low,S
Rottweiler,51.2,95.5,46.6,3,47.0,High,XL
German Shepherd,35.7,69.8,43.0,4,28.0,Medium,L
Rottweiler,38.8,81.0,47.3,4,66.0,Medium,XL
Chihuahua,3.6,33.6,20.7,2,91.0,Low,XS
Golden Retriever,25.9,,39.9,2,72.0,High,L
Poodle,17.4,47.0,38.5,1,83.0,Medium,S
Poodle,17.3,57.9,,1,55.0,Low,M
Beagle,9.9,52.7,34.2,5,107.0,Medium,M
Labrador,30.2,77.7,39.6,5,20.0,High,L
Rottweiler,46.3,90.0,57.0,5,95.0,Low,XL
Bulldog,24.5,62.5,39.4,5,21.0,Medium,M
Poodle,,49.9,39.9,5,57.0,High,S
Beagle,11.6,48.3,,4,69.0,Medium,S
Beagle,9.4,43.8,31.3,6,99.0,Low,S
Labrador,25.8,72.2,40.3,3,55.0,High,L
Labrador,31.9,82.9,38.8,6,111.0,High,XL
Rottweiler,54.5,89.6,58.2,7,46.0,Medium,XL
Bulldog,21.6,69.5,44.8,2,104.0,Medium,L
Rottweiler,56.0,80.4,45.4,1,4.0,High,XL
Chihuahua,2.2,31.4,23.6,3,13.0,High,XS
Rottweiler,39.6,98.4,54.5,1,62.0,Medium,XL
Poodle,24.3,56.7,34.1,4,23.0,High,M
Chihuahua,2.5,29.6,20.2,3,101.0,Medium,XS
Labrador,29.0,76.4,41.4,7,49.0,Low,L
German Shepherd,23.8,75.3,42.5,6,,Medium,L
German Shepherd,35.5,68.2,41.1,5,36.0,Medium,L
Labrador,27.0,71.9,38.5,2,62.0,Low,L
Bulldog,23.7,68.1,35.3,6,13.0,Low,L
Bulldog,23.9,,43.7,4,62.0,Low,L
Rottweiler,37.1,81.0,48.1,2,93.0,High,XL
Chihuahua,2.9,29.6,16.6,2,84.0,Medium,XS
Labrador,34.6,81.7,46.6,3,70.0,High,XL
Dachshund,8.0,39.7,30.9,4,95.0,Low,S
Bulldog,19.7,66.8,37.3,2,1.0,Medium,L
Beagle,51.5,54.1,31.2,3,58.0,High,M
Rottweiler,35.5,94.8,58.1,7,68.0,Low,XL
German Shepherd,28.6,67.4,51.2,6,75.0,Low,L
Beagle,11.0,50.1,31.1,2,13.0,Low,M
Golden Retriever,28.0,67.7,41.0,2,59.0,High,L
Rottweiler,46.9,83.0,47.9,2,,Low,XL
Golden Retriever,33.1,70.1,43.9,6,16.0,Low,L
Boxer,26.8,74.1,44.7,4,49.0,Low,L
Poodle,21.1,53.6,37.4,4,15.0,Low,M
Rottweiler,41.2,83.6,59.4,5,76.0,Low,XL
Poodle,23.0,59.1,38.9,4,84.0,Low,M
Chihuahua,3.5,26.1,18.3,5,32.0,High,XS
Dachshund,9.7,49.4,28.0,7,118.0,Medium,S
Golden Retriever,28.4,71.0,41.6,7,21.0,High,L
German Shepherd,26.5,68.3,54.6,2,69.0,Medium,L
Chihuahua,3.4,29.2,22.3,6,35.0,Medium,XS
Rottweiler,40.0,84.0,55.6,7,15.0,Medium,XL
Golden Retriever,26.2,,43.6,2,6.0,Low,L
German Shepherd,22.1,81.2,51.8,1,54.0,High,XL
Poodle,20.2,49.9,39.9,2,30.0,High,S
Bulldog,23.7,58.3,41.8,1,19.0,Low,M
German Shepherd,33.6,65.5,42.1,6,81.0,Low,L
Dachshund,13.5,48.4,30.4,4,74.0,High,S
Golden Retriever,28.5,69.7,40.1,6,79.0,High,L
German Shepherd,22.9,69.1,45.9,6,2.0,Medium,L
Dachshund,9.5,46.3,32.3,7,65.0,Low,S
Beagle,9.1,53.4,34.6,1,82.0,Low,M
German Shepherd,34.4,71.0,41.4,7,45.0,Medium,L
Golden Retriever,30.2,,43.9,3,29.0,Medium,L
Dachshund,8.6,39.4,32.1,3,,Medium,S
Rottweiler,44.6,89.2,45.3,2,18.0,Medium,XL
Bulldog,18.7,58.8,37.6,4,105.0,High,M
Bulldog,22.3,57.4,42.7,3,7.0,Low,M
Rottweiler,40.5,97.2,48.8,7,44.0,Medium,XL
Beagle,13.7,44.0,31.2,4,77.0,Medium,S
Boxer,30.4,73.0,43.4,1,49.0,Low,L
Poodle,23.0,45.8,38.3,5,14.0,Medium,S
Chihuahua,3.3,25.8,20.2,7,,High,XS
Poodle,18.0,49.5,39.1,4,87.0,Medium,S
Rottweiler,55.0,79.2,58.2,2,67.0,High,L
Chihuahua,3.2,27.6,16.4,5,88.0,Medium,XS
Boxer,29.6,74.3,37.0,4,74.0,High,L
Golden Retriever,26.2,76.0,43.0,7,,Medium,L
Poodle,16.0,50.8,35.9,1,50.0,Low,M
German Shepherd,31.3,70.0,47.9,5,45.0,High,L
Beagle,10.3,51.0,33.7,7,108.0,High,M
Golden Retriever,34.3,71.8,48.3,3,27.0,High,L
Chihuahua,2.4,30.3,19.5,2,5.0,Medium,XS
Chihuahua,3.0,29.2,24.6,4,88.0,Medium,XS
Golden Retriever,27.7,72.1,44.4,4,69.0,High,L
Poodle,23.6,49.6,31.4,5,30.0,High,S
Dachshund,8.4,35.4,30.5,2,43.0,High,S
Dachshund,13.5,48.1,32.6,6,23.0,High,S
Bulldog,18.2,66.4,41.8,2,70.0,Low,L
Bulldog,22.8,60.3,36.0,1,6.0,Medium,M
Rottweiler,40.5,82.9,46.3,6,87.0,Medium,XL
Rottweiler,57.3,97.5,58.3,6,88.0,High,XL
Poodle,16.2,56.4,34.4,7,117.0,High,M
Bulldog,22.5,56.6,43.1,6,59.0,Medium,M
Bulldog,20.6,69.4,42.4,6,85.0,High,L
Dachshund,7.7,40.7,25.3,6,110.0,Low,S
Dachshund,14.9,45.4,33.2,3,34.0,Medium,S
Chihuahua,2.0,,22.5,5,62.0,Low,XS
Poodle,20.7,56.2,30.8,6,98.0,Low,M
German Shepherd,25.5,83.1,53.3,6,116.0,High,XL
Boxer,28.2,69.6,38.8,1,65.0,High,L
Beagle,11.6,48.4,39.9,3,61.0,High,S
Bulldog,24.5,66.7,38.7,6,45.0,High,L
Beagle,12.5,43.6,39.3,2,33.0,Low,S
Rottweiler,41.9,92.0,56.3,3,18.0,Low,XL
Chihuahua,2.9,33.2,18.9,6,44.0,Low,XS
Poodle,,47.9,32.1,5,23.0,Medium,S
Chihuahua,3.0,30.9,20.5,6,5.0,Medium,XS
German Shepherd,35.6,71.1,46.4,1,82.0,High,L
Beagle,10.0,42.7,37.2,5,97.0,Medium,S
Bulldog,19.2,65.2,43.6,4,65.0,Low,L
Boxer,29.8,72.2,35.7,7,104.0,Low,L
Labrador,25.6,68.2,45.2,5,2.0,High,L
Dachshund,13.9,,29.7,5,87.0,Medium,S
Golden Retriever,29.9,72.6,50.0,6,25.0,Medium,L
Beagle,13.3,47.6,33.4,3,4.0,Medium,S
German Shepherd,24.8,78.8,45.3,7,104.0,Low,L
Boxer,31.1,64.2,39.5,2,51.0,High,M
Beagle,13.7,49.1,39.6,3,43.0,Low,S
Poodle,19.4,150.60000000000002,34.3,4,39.0,High,M
Poodle,19.6,56.8,34.1,3,37.0,Low,M
Labrador,28.7,83.5,45.8,7,110.0,Medium,XL
German Shepherd,33.8,81.2,41.0,6,43.0,Medium,XL
Golden Retriever,31.2,72.0,41.5,3,1.0,Medium,L
Labrador,28.8,67.7,47.1,3,30.0,Medium,L
Bulldog,21.0,65.2,35.0,5,109.0,Low,L
Boxer,26.9,70.1,39.1,5,43.0,High,L
Beagle,11.4,44.2,34.0,6,24.0,High,S
Chihuahua,3.7,34.6,20.7,2,46.0,Low,XS
Bulldog,22.7,69.4,37.5,3,98.0,Medium,L
Labrador,28.5,69.1,40.8,3,96.0,Medium,L
Chihuahua,2.2,30.2,16.0,4,100.0,Medium,XS
Rottweiler,56.7,79.6,52.4,1,96.0,High,L
German Shepherd,33.7,79.9,40.7,7,52.0,High,L
Bulldog,22.5,58.1,41.5,3,43.0,High,M
Rottweiler,43.0,87.7,47.2,7,16.0,Medium,XL
German Shepherd,25.3,67.4,52.8,1,3.0,High,L
Rottweiler,44.6,86.0,47.8,3,12.0,Medium,XL
Beagle,,49.3,36.4,2,70.0,High,S
Dachshund,9.8,46.5,33.3,4,31.0,Low,S
Bulldog,20.9,60.9,44.7,7,60.0,Medium,M
Dachshund,11.2,43.9,33.8,3,15.0,Low,S
Rottweiler,37.0,,59.6,5,29.0,High,XL
Bulldog,21.9,58.0,37.6,7,85.0,Low,M
Beagle,11.9,46.1,31.2,1,44.0,High,S
German Shepherd,35.1,77.9,47.8,6,25.0,Low,L
Dachshund,11.4,36.6,28.7,4,1.0,Low,S
Poodle,21.7,58.5,32.3,4,81.0,Medium,M
German Shepherd,37.4,70.5,52.0,7,11.0,Low,L
German Shepherd,22.5,75.2,50.9,6,85.0,Low,L
Boxer,28.2,68.7,36.9,6,16.0,Medium,L
German Shepherd,37.6,75.3,42.9,5,89.0,Medium,L
Golden Retriever,34.8,79.0,39.0,3,35.0,High,L
Dachshund,12.5,40.5,27.4,1,48.0,High,S
Golden Retriever,30.3,66.1,49.8,3,85.0,Low,L
Boxer,30.8,73.1,35.4,3,93.0,Medium,L
Chihuahua,3.2,26.2,16.2,3,53.0,High,XS
Poodle,19.3,57.5,34.7,5,8.0,Low,M
Beagle,9.4,44.3,30.6,2,33.0,High,S
Rottweiler,43.6,81.1,49.8,5,95.0,Unknown,XL
Rottweiler,36.6,75.3,58.1,5,43.0,High,L
Dachshund,11.5,45.5,29.0,7,29.0,Low,S
German Shepherd,22.6,65.9,49.7,2,58.0,Low,L
Labrador,27.9,71.2,47.8,4,1.0,Medium,L
Golden Retriever,31.8,76.1,38.7,6,,Low,L
Poodle,22.5,48.9,37.6,3,1.0,Low,S
Bulldog,20.3,57.8,41.8,3,8.0,Medium,M
Poodle,18.0,55.9,33.1,7,45.0,High,M
German Shepherd,33.7,76.6,48.1,2,63.0,Low,L
Dachshund,12.2,44.4,26.6,6,9.0,Low,S
Rottweiler,36.9,75.9,45.4,6,70.0,Low,L
German Shepherd,35.1,79.0,54.5,6,61.0,High,L
German Shepherd,31.8,65.8,44.0,3,108.0,High,L
Bulldog,21.3,66.0,37.5,4,11.0,Low,L
Beagle,11.0,51.8,37.8,5,2.0,Low,M
German Shepherd,33.4,65.7,49.9,2,23.0,Medium,L
Poodle,16.7,50.3,30.2,2,90.0,Low,M
Boxer,29.8,64.4,38.5,4,21.0,Medium,M
Bulldog,22.7,61.3,40.3,7,22.0,High,M
Labrador,30.8,69.6,49.0,4,102.0,Unknown,L
Dachshund,8.6,48.7,27.2,7,65.0,Low,S
German Shepherd,24.1,76.6,52.0,5,38.0,Low,L
Dachshund,9.1,35.4,31.9,3,,High,S
Labrador,27.7,78.6,40.2,2,4.0,Low,L
Boxer,32.0,74.4,39.4,7,67.0,Medium,L
Golden Retriever,30.9,76.0,45.7,6,92.0,Medium,L
Dachshund,7.2,35.6,33.9,4,44.0,Medium,S
German Shepherd,22.7,73.7,,4,86.0,Medium,L
German Shepherd,27.7,248.39999999999998,45.9,2,85.0,Medium,XL
Rottweiler,58.4,85.2,55.9,3,93.0,Medium,XL
Boxer,29.7,64.3,36.6,2,44.0,High,M
Boxer,25.8,61.4,44.4,7,72.0,Medium,M
Labrador,26.1,74.7,45.3,4,36.0,Medium,L
Rottweiler,42.6,90.4,59.4,1,79.0,Low,XL
Boxer,29.3,64.6,41.5,2,67.0,Low,M
Bulldog,24.8,61.2,37.8,5,42.0,High,M
German Shepherd,30.7,84.4,54.7,6,39.0,Medium,XL
German Shepherd,38.5,70.2,54.3,4,59.0,High,L
Beagle,10.9,45.7,33.7,6,28.0,Low,S
Poodle,16.3,46.0,34.6,3,81.0,Low,S
Chihuahua,4.0,28.5,15.7,3,7.0,Medium,XS
Labrador,29.5,73.0,48.8,5,76.0,High,L
Poodle,19.0,46.1,39.4,3,24.0,Medium,S
Rottweiler,40.7,91.9,48.4,5,6.0,Low,XL
German Shepherd,30.3,69.5,50.3,5,10.0,High,L
German Shepherd,26.0,79.4,54.7,7,39.0,Low,L
Beagle,13.7,52.5,39.3,2,64.0,Low,M
Beagle,9.9,43.5,37.9,5,111.0,High,S
Rottweiler,45.0,78.6,52.5,1,37.0,Low,L
Golden Retriever,25.9,67.2,40.7,6,26.0,Low,L
Rottweiler,55.0,75.1,49.6,6,16.0,Medium,L
Rottweiler,53.9,98.8,59.2,5,10.0,High,XL
Bulldog,18.9,56.1,43.3,5,54.0,Medium,M
Poodle,17.5,45.1,37.8,4,78.0,Medium,S
Boxer,26.9,72.6,39.6,6,73.0,Low,L
Golden Retriever,31.4,77.5,46.5,2,54.0,High,L
Dachshund,8.4,36.9,32.4,6,76.0,Low,S
Poodle,24.1,55.7,36.8,6,29.0,High,M
German Shepherd,35.2,71.3,40.5,4,38.0,Medium,L
Chihuahua,3.1,34.7,20.3,1,37.0,Medium,XS
German Shepherd,34.9,80.2,48.0,5,16.0,Medium,XL
Rottweiler,52.3,77.5,49.2,3,23.0,Medium,L
Labrador,30.1,83.9,41.4,6,25.0,Medium,XL
German Shepherd,26.9,70.0,47.6,7,32.0,Low,L
Bulldog,102.0,56.0,42.8,3,79.0,Medium,M
Boxer,25.8,74.7,37.8,1,106.0,Low,L
Boxer,26.9,64.5,44.1,3,32.0,Medium,M
Poodle,18.1,53.7,35.8,4,60.0,High,M
Bulldog,24.5,56.0,36.2,4,70.0,High,M
Dachshund,11.0,39.5,31.0,5,26.0,Low,S
Poodle,16.0,49.2,30.3,2,64.0,Low,S
Labrador,27.0,83.4,39.4,1,3.0,High,XL
Beagle,12.6,43.3,38.4,4,35.0,Medium,S
Rottweiler,35.6,98.9,48.0,5,11.0,High,XL
German Shepherd,23.4,80.9,40.1,6,13.0,Medium,XL
Rottweiler,36.5,84.3,51.1,3,21.0,Low,XL
German Shepherd,33.2,76.2,48.1,2,61.0,Low,L
Poodle,24.7,47.4,30.9,5,90.0,High,S
Poodle,,48.7,38.4,2,69.0,High,S
Boxer,31.4,73.2,43.1,1,59.0,Medium,L
Rottweiler,40.3,79.6,53.5,5,107.0,High,L
Labrador,,69.8,46.5,1,63.0,Medium,L
Labrador,35.8,68.1,40.4,7,117.0,High,L
German Shepherd,38.1,,42.6,2,111.0,High,L
Boxer,,61.5,41.5,3,13.0,Medium,M
Rottweiler,45.7,99.3,49.8,5,21.0,Medium,XL
Poodle,22.7,50.8,34.2,7,101.0,High,M
Rottweiler,38.3,85.3,50.0,2,95.0,Low,XL
Beagle,13.5,42.3,36.6,4,8.0,Medium,S
German Shepherd,26.6,81.3,43.5,5,20.0,Medium,XL
Bulldog,18.7,66.8,36.9,2,29.0,High,L
Poodle,23.1,54.2,38.3,5,92.0,High,M
Dachshund,7.4,41.8,33.8,3,53.0,Medium,S
Bulldog,25.0,55.4,41.8,4,20.0,Low,M
German Shepherd,22.8,77.7,41.0,7,14.0,Medium,L
German Shepherd,29.4,79.8,49.3,5,76.0,Low,L
Beagle,10.0,53.0,35.5,2,27.0,High,M
Chihuahua,3.1,32.4,20.7,6,51.0,Medium,XS
Bulldog,18.9,56.5,44.3,4,119.0,Low,M
Bulldog,21.0,65.1,44.6,7,104.0,High,L
Rottweiler,44.0,87.3,56.8,3,72.0,Low,XL
Chihuahua,3.2,30.8,18.6,1,33.0,High,XS
German Shepherd,36.2,66.3,40.7,1,31.0,High,L
Golden Retriever,31.9,72.2,44.6,6,24.0,Low,L
Chihuahua,2.4,31.8,15.8,2,4.0,Medium,XS
Dachshund,12.0,36.0,27.5,6,62.0,Medium,S
Poodle,16.6,,31.6,7,16.0,Medium,M
German Shepherd,31.9,82.0,48.8,5,56.0,High,XL
Chihuahua,3.9,25.3,17.2,3,76.0,Low,XS
Chihuahua,2.1,32.6,22.3,3,16.0,Medium,XS
Bulldog,23.8,68.3,41.1,5,59.0,High,L
Rottweiler,44.0,97.0,51.1,5,97.0,High,XL
Rottweiler,,77.2,59.3,2,20.0,High,L
Golden Retriever,25.4,66.9,39.3,2,64.0,High,L
German Shepherd,26.4,74.8,50.0,4,32.0,Low,L
Boxer,27.4,69.3,39.2,4,26.0,High,L
Boxer,25.3,74.9,38.2,7,97.0,High,L
Chihuahua,3.0,30.7,21.6,2,5.0,High,XS
Boxer,27.3,66.7,36.1,7,6.0,Medium,L
Poodle,16.1,48.7,33.1,3,68.0,Low,S
Chihuahua,3.8,25.6,22.6,5,111.0,Medium,XS
Golden Retriever,34.3,76.7,40.8,4,114.0,Low,L
Beagle,9.9,48.0,35.0,4,90.0,Medium,S
Dachshund,7.2,37.3,30.5,5,91.0,Medium,S
Bulldog,20.0,69.7,36.0,2,41.0,Unknown,L
Poodle,24.9,49.8,39.6,1,72.0,High,S
Poodle,24.0,54.3,39.6,6,94.0,Medium,M
Labrador,34.6,70.4,46.7,6,3.0,Low,L
Chihuahua,3.5,26.5,23.4,1,100.0,Low,XS
Labrador,31.1,83.9,41.4,2,51.0,Low,XL
Golden Retriever,28.4,67.9,43.5,1,40.0,High,L
German Shepherd,195.0,79.5,53.5,5,83.0,Low,L
Beagle,13.9,43.5,38.0,7,21.0,High,S
Labrador,34.8,84.2,45.6,5,51.0,Low,XL
Rottweiler,44.5,83.3,53.8,4,3.0,Low,XL
German Shepherd,22.9,68.1,52.9,2,60.0,Medium,L
Poodle,16.9,45.4,33.8,5,22.0,Low,S
Chihuahua,2.6,34.6,18.1,5,88.0,High,XS
Boxer,132.0,64.2,43.8,2,41.0,Medium,M
Poodle,18.3,49.5,30.6,3,114.0,Low,S
Beagle,9.2,54.4,35.8,4,60.0,High,M
Labrador,33.4,68.0,40.3,2,51.0,High,L
Dachshund,7.5,39.6,32.1,5,74.0,Medium,S
Boxer,27.1,64.1,35.2,6,4.0,High,M
Poodle,23.0,52.0,38.0,3,83.0,Medium,M
German Shepherd,29.9,74.1,54.4,4,8.0,Low,L
Rottweiler,59.2,89.7,56.1,4,97.0,High,XL
Labrador,33.7,71.3,46.4,3,59.0,Low,L
Boxer,28.2,70.5,36.1,4,25.0,High,L
Dachshund,12.5,47.3,28.3,5,91.0,High,S
Dachshund,12.2,39.8,26.2,1,6.0,High,S
Dachshund,10.3,46.3,25.0,5,35.0,Medium,S
Golden Retriever,28.4,69.9,43.4,1,76.0,Medium,L
Bulldog,24.1,69.6,35.5,7,14.0,Low,L
Poodle,19.6,50.5,35.8,6,15.0,Medium,M
Beagle,12.4,42.8,30.4,1,62.0,High,S
Boxer,31.0,66.1,40.2,6,120.0,Medium,L
Rottweiler,39.7,93.6,53.8,6,73.0,Low,XL
Labrador,32.5,78.9,42.8,1,51.0,High,L
Beagle,10.9,,31.6,6,36.0,High,S
Bulldog,22.2,55.8,37.5,5,82.0,Medium,M
Poodle,22.4,53.5,33.8,1,4.0,Medium,M
Golden Retriever,28.6,65.3,49.1,5,,Low,L
Dachshund,7.4,43.6,33.4,5,17.0,High,S
Bulldog,23.3,59.9,41.3,6,13.0,High,M
Labrador,35.3,66.0,48.6,1,68.0,High,L
Rottweiler,37.5,99.1,50.8,3,90.0,Low,XL
Dachshund,12.9,44.7,26.8,6,25.0,High,S
Poodle,20.8,55.2,33.4,1,24.0,High,M
Rottweiler,50.8,86.1,58.0,7,116.0,High,XL
Chihuahua,2.3,31.5,15.4,7,116.0,Medium,XS
Rottweiler,45.9,84.2,53.2,2,76.0,Medium,XL
Bulldog,22.6,59.4,43.1,3,110.0,Medium,M
Chihuahua,3.2,25.1,18.2,7,75.0,Medium,XS
Labrador,29.1,82.5,47.5,7,17.0,Low,XL
Golden Retriever,30.6,70.3,43.8,5,114.0,Medium,L
Poodle,19.0,49.1,40.0,1,45.0,Low,S
German Shepherd,29.5,78.4,44.7,1,105.0,High,L
German Shepherd,25.0,83.8,44.9,7,43.0,Low,XL
Dachshund,13.4,42.2,34.0,7,12.0,Medium,S
Boxer,25.3,64.7,35.6,1,115.0,Medium,M
Bulldog,22.3,62.3,39.8,4,99.0,Low,M
German Shepherd,27.3,240.0,41.0,6,95.0,Medium,XL
Dachshund,7.7,41.7,31.7,5,101.0,High,S
German Shepherd,35.0,77.0,41.2,7,48.0,Low,L
Golden Retriever,26.7,72.7,45.1,6,78.0,Medium,L
Beagle,9.3,49.8,34.8,2,45.0,Medium,S
Labrador,27.1,80.4,41.8,5,41.0,High,XL
Beagle,10.5,49.4,30.6,2,70.0,Medium,S
Boxer,26.1,68.9,37.1,3,31.0,High,L
Bulldog,19.3,69.7,37.5,7,116.0,High,L
Chihuahua,3.7,30.5,17.0,6,34.0,Medium,XS
Beagle,9.2,43.4,38.4,2,104.0,High,S
Bulldog,23.7,59.8,44.5,5,119.0,High,M
Boxer,27.8,68.6,39.4,3,3.0,Medium,L
Rottweiler,43.9,81.4,53.5,6,110.0,High,XL
Beagle,11.6,43.2,38.0,6,16.0,High,S
Chihuahua,2.9,29.2,17.9,3,25.0,High,XS
Labrador,26.8,79.9,47.6,3,39.0,Low,L
Labrador,29.6,71.2,48.4,6,35.0,High,L
Poodle,25.0,,38.5,1,51.0,High,M
Rottweiler,58.9,93.2,59.8,3,22.0,High,XL
Labrador,29.5,75.3,46.0,5,13.0,Low,L
Poodle,15.7,58.0,39.3,7,109.0,Medium,M
Bulldog,18.9,69.8,36.8,4,48.0,Low,L
Labrador,32.5,73.1,41.2,6,36.0,High,L
Labrador,25.4,81.0,47.2,7,88.0,Low,XL
Rottweiler,58.7,81.5,53.0,3,92.0,High,XL
Poodle,21.6,47.7,38.3,7,,Medium,S
Boxer,26.3,73.6,44.3,4,81.0,Medium,L
Beagle,9.9,49.5,31.5,7,55.0,Low,S
German Shepherd,30.1,78.6,50.5,5,76.0,Medium,L
Dachshund,8.7,40.2,26.8,1,14.0,Low,S
Dachshund,12.0,46.2,30.8,2,52.0,Low,S
Chihuahua,2.8,27.9,19.2,4,69.0,High,XS
Labrador,28.4,70.7,42.9,2,101.0,Low,L
Rottweiler,57.1,91.5,53.5,1,69.0,High,XL
Rottweiler,43.9,88.3,51.2,6,38.0,High,XL
Beagle,10.1,44.7,38.8,1,73.0,High,S
Beagle,9.8,49.9,37.9,7,104.0,High,S
Chihuahua,2.4,34.8,18.2,5,19.0,Low,XS
Chihuahua,2.5,26.1,23.7,7,48.0,High,XS
Rottweiler,55.5,93.4,58.9,7,56.0,Medium,XL
Poodle,24.8,49.3,37.3,6,28.0,Low,S
Boxer,26.1,67.2,38.2,2,112.0,High,L
Rottweiler,49.4,78.1,,7,57.0,High,L
Dachshund,7.1,48.0,34.9,5,68.0,High,S
Rottweiler,55.3,243.89999999999998,,1,114.0,High,XL
Beagle,13.7,49.1,31.8,4,98.0,Low,S
German Shepherd,31.2,73.7,44.2,5,43.0,Low,L
Poodle,20.0,54.0,39.3,4,11.0,Medium,M
Bulldog,18.2,63.9,38.2,2,10.0,High,M
Poodle,21.4,48.7,31.3,5,27.0,Medium,S
Poodle,21.0,48.8,31.7,2,,Low,S
Boxer,29.3,73.4,39.6,4,21.0,Medium,L
Beagle,12.4,52.0,30.6,3,95.0,Low,M
Chihuahua,3.0,33.6,23.4,2,109.0,Low,XS
Bulldog,22.4,60.7,35.4,1,14.0,High,M
Beagle,11.9,41.3,33.2,7,48.0,High,S
Rottweiler,51.6,89.5,52.8,2,48.0,High,XL
German Shepherd,37.0,70.8,52.9,7,41.0,Medium,L
Dachshund,11.9,49.5,32.8,5,24.0,High,S
Boxer,30.4,73.8,44.6,3,85.0,Low,L
Beagle,9.5,46.0,32.5,7,97.0,Low,S
Beagle,13.3,46.8,33.5,2,28.0,Low,S
Poodle,17.9,56.3,34.8,7,74.0,Low,M
Rottweiler,53.9,92.8,48.9,7,69.0,Low,XL
Poodle,15.8,58.4,31.3,2,87.0,High,M
Poodle,15.2,53.5,34.3,7,44.0,High,M
Poodle,23.9,48.3,37.9,1,25.0,Medium,S
Labrador,34.3,79.2,38.8,7,102.0,High,L
Poodle,16.1,53.4,39.1,4,36.0,Low,M
Bulldog,20.4,69.2,,3,23.0,Medium,L
German Shepherd,22.9,66.7,47.2,4,75.0,High,L
Beagle,9.8,40.7,36.5,7,38.0,High,S
Labrador,31.5,65.4,46.0,4,81.0,High,L
Beagle,11.4,43.5,33.6,5,119.0,High,S
Dachshund,8.9,36.5,31.4,3,90.0,Low,S
Dachshund,7.0,46.1,28.9,5,84.0,Low,S
Chihuahua,3.2,30.9,16.9,5,21.0,High,XS
Beagle,11.1,51.9,38.2,3,73.0,Low,M
Dachshund,8.4,41.3,32.3,4,41.0,Low,S
Rottweiler,59.3,90.2,53.6,2,87.0,Medium,XL
Labrador,31.1,67.6,39.7,4,94.0,Medium,L
Chihuahua,2.2,28.5,20.4,1,99.0,Low,XS
Rottweiler,53.4,88.1,45.8,6,37.0,Low,XL
Labrador,29.8,77.0,41.6,1,24.0,High,L
Boxer,29.1,72.2,39.0,4,13.0,Low,L
Dachshund,12.2,38.0,25.2,1,65.0,Low,S
Bulldog,19.0,57.3,37.5,2,29.0,Medium,M
Boxer,27.4,63.1,43.9,3,69.0,High,M
Rottweiler,51.9,79.5,55.2,1,100.0,High,L
Beagle,13.5,44.8,34.1,2,13.0,Medium,S
Boxer,25.1,73.4,39.3,7,59.0,Medium,L
Poodle,15.8,54.5,34.4,6,4.0,Low,M
Boxer,30.2,61.0,42.1,6,100.0,Low,M
Boxer,25.6,63.8,35.6,1,3.0,High,M
Beagle,12.1,42.8,34.2,7,41.0,High,S
